movie,rt_critic,rt_audience,year,runtime,genre,imdb,meta,imdb_votes
Pulling Strings,58.0,71.0,2013,111 min,"Comedy, Romance",6.0,57,1782
I Love Your Work,22.0,44.0,2003,111 min,"Drama, Mystery",5.3,39,1781
Memory,,,2006,98 min,"Drama, Horror, Mystery",5.3,26,1780
Hell Is Where the Home Is,60.0,26.0,2018,88 min,"Horror, Thriller",5.0,42,1778
Männer wie wir,,,2004,106 min,"Comedy, Drama, Romance",6.7,60,1778
Man from Reno,95.0,80.0,2014,111 min,"Crime, Drama, Mystery",6.7,69,1777
The Last Sin Eater,21.0,72.0,2007,117 min,Drama,5.6,37,1776
23 Blast,36.0,66.0,2014,98 min,"Drama, Family, Sport",6.5,45,1770
Come As You Are,95.0,78.0,2019,106 min,"Comedy, Drama",6.9,71,1769
20 centímetros,44.0,82.0,2005,112 min,"Comedy, Musical",6.6,58,1769
Whiteboyz,13.0,44.0,1999,92 min,"Drama, Comedy",5.4,45,1768
La Mission,50.0,72.0,2009,117 min,Drama,7.0,47,1766
Two Lovers and a Bear,84.0,47.0,2016,96 min,"Adventure, Drama, Romance",6.1,61,1764
La reina de España,30.0,39.0,2016,128 min,"Comedy, Drama",5.2,46,1764
Swerve,37.0,24.0,2011,86 min,"Crime, Drama, Thriller",5.4,42,1763
The Mind's Eye,62.0,34.0,2015,87 min,"Action, Horror, Sci-Fi",4.6,55,1762
Basmati Blues,10.0,49.0,2017,106 min,"Comedy, Musical, Romance",3.6,30,1762
Road Hard,50.0,76.0,2015,98 min,Comedy,6.1,50,1759
Some Velvet Morning,54.0,37.0,2013,84 min,Drama,5.8,54,1759
The Hillside Strangler,15.0,33.0,2004,98 min,"Crime, Drama, Thriller",5.3,19,1759
Interview with the Assassin,66.0,56.0,2002,88 min,Drama,6.5,60,1757
Brahman Naman,75.0,45.0,2016,95 min,Comedy,5.6,58,1756
Bull,90.0,66.0,2019,108 min,Drama,6.6,65,1752
Hala,86.0,56.0,2019,94 min,Drama,5.9,75,1751
White Irish Drinkers,47.0,71.0,2010,109 min,Drama,6.8,51,1749
Radioflash,0.0,47.0,2019,103 min,"Action, Drama, Sci-Fi",4.8,34,1744
Bran Nue Dae,56.0,52.0,2009,85 min,"Comedy, Drama, Musical",6.2,54,1742
Bitch,67.0,30.0,2017,93 min,"Comedy, Drama, Thriller",5.1,55,1737
Curvature,47.0,64.0,2017,90 min,"Mystery, Sci-Fi, Thriller",4.8,38,1737
Finishing the Game: The Search for a New Bruce Lee,34.0,47.0,2007,84 min,Comedy,6.0,46,1736
The House of Tomorrow,75.0,46.0,2017,85 min,"Comedy, Drama",6.2,58,1734
One and Two,47.0,34.0,2015,90 min,"Drama, Fantasy, Thriller",5.2,47,1732
11 minut,74.0,38.0,2015,81 min,"Drama, Thriller",5.6,51,1732
Dough,53.0,56.0,2015,94 min,"Comedy, Drama",6.2,44,1731
Narcopolis,,,2015,96 min,"Mystery, Sci-Fi, Thriller",4.4,30,1728
Bossa Nova,73.0,60.0,2000,95 min,"Comedy, Romance, Drama",6.2,57,1726
Life Is Hot in Cracktown,50.0,54.0,2009,99 min,"Crime, Drama",6.1,36,1725
Turn the River,62.0,45.0,2007,92 min,Drama,5.8,55,1722
Love N' Dancing,,,2009,91 min,"Drama, Romance",5.4,43,1717
Brothers of the Head,69.0,66.0,2005,93 min,"Drama, Music",6.4,67,1717
L'intrus,91.0,73.0,2004,130 min,Drama,6.8,85,1716
Sex Doll,0.0,40.0,2016,102 min,Thriller,4.5,44,1715
Careful,83.0,81.0,1992,100 min,"Comedy, Drama, Romance",7.0,62,1714
Is That a Gun in Your Pocket?,0.0,92.0,2016,95 min,Comedy,5.3,7,1707
All the Rage,27.0,44.0,1999,99 min,"Comedy, Drama",5.5,39,1705
San ren xing,,,2016,88 min,"Action, Crime, Thriller",5.9,71,1702
Autumn Blood,20.0,38.0,2013,100 min,"Drama, Thriller",5.3,41,1698
Je rentre à la maison,96.0,68.0,2001,90 min,"Comedy, Drama",7.0,86,1696
Furîzu mî,,,2000,101 min,"Drama, Thriller",6.1,54,1696
Stephanie Daley,90.0,59.0,2006,92 min,Drama,6.3,77,1695
New Waterford Girl,92.0,85.0,1999,97 min,Comedy,6.9,72,1695
Changeland,56.0,62.0,2019,86 min,"Comedy, Drama",5.7,42,1694
I Hate Kids,,33.0,2019,89 min,"Adventure, Comedy",5.8,12,1690
River of Grass,95.0,54.0,1994,76 min,Drama,6.6,69,1690
The Do-Deca-Pentathlon,76.0,54.0,2012,90 min,Comedy,6.0,60,1689
Seres queridos,72.0,77.0,2004,93 min,"Comedy, Romance",6.8,70,1684
"Cry, the Beloved Country",85.0,73.0,1995,106 min,"Drama, Thriller",6.8,71,1683
Share,85.0,33.0,2019,87 min,"Drama, Mystery",5.6,73,1681
Woodshock,26.0,24.0,2017,100 min,"Drama, Fantasy, Horror",4.3,39,1679
Amy's Orgasm,27.0,34.0,2001,87 min,"Comedy, Romance",5.2,36,1679
Disturbing the Peace,20.0,9.0,2020,91 min,"Action, Adventure, Thriller",3.2,34,1677
La bûche,,,1999,106 min,"Comedy, Drama",6.3,66,1677
Little Boxes,67.0,49.0,2016,84 min,"Comedy, Drama",5.9,52,1674
Inxeba,91.0,65.0,2017,88 min,"Drama, Romance",6.7,80,1672
Puerto Ricans in Paris,33.0,36.0,2015,82 min,Comedy,5.3,47,1672
Dancing Arabs,93.0,75.0,2014,104 min,Drama,7.2,73,1669
Agnes und seine Brüder,,,2004,115 min,"Comedy, Drama",6.7,46,1669
Social Animals,88.0,73.0,2018,90 min,Comedy,5.3,37,1668
Red Hook Summer,58.0,34.0,2012,121 min,Drama,5.0,48,1666
Alice et Martin,61.0,48.0,1998,124 min,"Drama, Romance",6.3,68,1666
The Kindness of Strangers,17.0,65.0,2019,112 min,Drama,6.2,32,1663
Sassy Pants,50.0,48.0,2012,88 min,"Comedy, Drama",6.2,51,1662
Back in the Day,11.0,47.0,2014,94 min,Comedy,5.1,7,1661
Katie Says Goodbye,45.0,71.0,2016,88 min,Drama,6.7,53,1660
Look,60.0,56.0,2007,102 min,"Comedy, Crime, Drama",6.6,50,1658
20 Dates,36.0,47.0,1998,87 min,"Biography, Comedy, Romance",5.4,36,1658
Midnighters,81.0,36.0,2017,94 min,"Crime, Drama, Horror",5.4,63,1657
Cut Throat City,69.0,38.0,2020,123 min,"Action, Crime, Drama",4.9,67,1657
Inside Out,25.0,22.0,2011,93 min,"Crime, Drama",4.5,28,1657
The Stone Angel,44.0,58.0,2007,115 min,Drama,6.1,57,1656
Me estás matando Susana,72.0,68.0,2016,100 min,"Comedy, Drama, Romance",6.5,50,1655
I Am Here,13.0,22.0,2014,97 min,"Drama, Thriller",5.0,32,1652
Ghoul,22.0,23.0,2015,86 min,"Horror, Thriller",4.6,32,1651
The End of Love,59.0,47.0,2012,89 min,Drama,6.0,56,1648
Hide Your Smiling Faces,84.0,57.0,2013,81 min,Drama,6.0,69,1645
Fehér tenyér,,,2006,97 min,"Drama, Sport",7.5,72,1644
Lake Tahoe,84.0,63.0,2008,89 min,Drama,6.7,72,1643
16 Years of Alcohol,80.0,68.0,2003,102 min,"Crime, Drama",6.3,57,1643
Loggerheads,73.0,65.0,2005,95 min,Drama,7.1,62,1641
Free the Nipple,18.0,31.0,2014,78 min,"Comedy, Drama",3.9,33,1639
Deidra & Laney Rob a Train,92.0,56.0,2017,92 min,"Comedy, Crime, Drama",6.1,65,1638
Food of Love,46.0,37.0,2002,112 min,"Drama, Music, Romance",6.0,46,1637
Tomorrow You're Gone,7.0,4.0,2012,93 min,Thriller,3.7,19,1636
The Price of Milk,49.0,73.0,2000,87 min,"Comedy, Drama, Fantasy",6.7,49,1636
Happy Few,0.0,36.0,2010,103 min,Romance,5.6,39,1635
Be with Me,90.0,81.0,2005,93 min,"Drama, Romance",7.0,67,1635
The Juniper Tree,100.0,58.0,1990,78 min,"Drama, Fantasy",6.9,86,1635
Uncle John,85.0,67.0,2015,113 min,"Crime, Drama, Mystery",6.2,56,1630
Mad Cowgirl,33.0,89.0,2006,89 min,"Drama, Horror, Romance",6.2,51,1630
Field of Lost Shoes,,,2015,96 min,"Action, Drama, War",5.7,28,1629
Yo puta,0.0,63.0,2004,87 min,Drama,4.3,26,1629
Down in the Delta,79.0,71.0,1998,112 min,Drama,6.8,73,1628
L'eau froide,100.0,77.0,1994,95 min,Drama,7.1,90,1626
Give Me Liberty,89.0,72.0,2019,110 min,"Comedy, Drama",6.7,82,1625
Aurora Borealis,68.0,64.0,2005,110 min,"Drama, Romance",6.7,58,1625
Chaos Walking,22.0,71.0,2021,109 min,"Adventure, Sci-Fi",5.8,40,1623
I Am Woman,67.0,66.0,2019,116 min,"Biography, Drama, Music",6.6,54,1622
Easy,59.0,48.0,2003,99 min,"Comedy, Romance, Drama",5.8,47,1621
Man in the Chair,50.0,68.0,2007,107 min,"Comedy, Drama",7.1,44,1620
Stardom,43.0,42.0,2000,100 min,"Drama, Comedy",5.6,36,1620
Broken Bridges,5.0,87.0,2006,105 min,"Drama, Music",6.1,32,1619
The Freebie,57.0,31.0,2010,78 min,"Comedy, Drama",5.2,54,1618
The FP,50.0,54.0,2011,82 min,"Action, Comedy, Drama",5.6,48,1618
Nora,64.0,39.0,2000,106 min,"Biography, Drama",6.0,70,1618
A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman,44.0,45.0,2012,85 min,"Animation, Comedy",5.9,45,1616
La musica del silenzio,0.0,78.0,2017,115 min,"Biography, Drama, Music",6.6,25,1615
Herself,93.0,83.0,2020,97 min,Drama,7.0,71,1612
Shoot on Sight,20.0,40.0,2007,110 min,"Crime, Drama, Thriller",6.1,45,1611
The Free World,50.0,53.0,2016,100 min,"Drama, Romance",6.1,46,1609
Road to Nowhere,73.0,39.0,2010,121 min,"Romance, Thriller",5.4,59,1609
The Land,50.0,67.0,2016,104 min,Drama,6.4,50,1608
Two Family House,89.0,81.0,2000,108 min,"Comedy, Drama, Romance",7.1,79,1607
Whitewash,84.0,35.0,2013,90 min,"Drama, Thriller",5.8,63,1606
Radio Free Albemuth,33.0,53.0,2010,111 min,"Drama, Sci-Fi",5.7,35,1606
Hafið,50.0,64.0,2002,109 min,"Comedy, Drama",6.8,52,1606
Delhi Safari,20.0,36.0,2012,96 min,"Animation, Adventure, Comedy",5.7,37,1604
Postman Pat: The Movie,,,2014,88 min,"Animation, Comedy, Family",4.7,44,1601
Sleeping Giant,87.0,75.0,2015,89 min,"Adventure, Drama",6.7,71,1600
Trading Paint,,,2019,87 min,"Action, Drama, Sport",4.4,34,1598
Teacher's Pet,76.0,47.0,2004,73 min,"Animation, Adventure, Comedy",5.8,74,1598
Middle of Nowhere,88.0,65.0,2012,97 min,Drama,6.4,75,1597
An Everlasting Piece,48.0,78.0,2000,103 min,Comedy,6.3,56,1594
Shanghai Calling,53.0,56.0,2012,100 min,"Comedy, Drama, Romance",6.2,45,1593
Beware the Gonzo,44.0,47.0,2010,94 min,"Comedy, Drama, Romance",6.3,36,1591
Ramen Teh,,,2018,89 min,Drama,6.7,62,1587
Les beaux jours,88.0,60.0,2013,94 min,"Drama, Romance",6.3,57,1586
"Gandhi, My Father",47.0,71.0,2007,136 min,"Biography, Drama, History",7.3,57,1586
Defying Gravity,67.0,58.0,1997,92 min,"Drama, Romance, Sport",6.5,45,1586
American Desi,38.0,73.0,2001,100 min,"Comedy, Drama, Romance",6.6,50,1582
"Nico, 1988",92.0,58.0,2017,93 min,"Biography, Drama, Music",6.7,75,1579
Le confessioni,,,2016,108 min,"Drama, Mystery, Thriller",6.1,42,1577
Izzy Gets the Fuck Across Town,55.0,60.0,2017,86 min,"Comedy, Drama, Music",5.5,51,1576
All Saints,95.0,73.0,2017,108 min,Drama,6.1,63,1575
Asthma,10.0,49.0,2014,90 min,"Drama, Romance",5.6,41,1575
Archenemy,74.0,49.0,2020,90 min,"Action, Adventure, Crime",5.0,57,1574
Zus & zo,42.0,39.0,2001,106 min,"Comedy, Fantasy, Romance",6.2,50,1573
Speedway Junky,29.0,55.0,1999,105 min,"Crime, Drama, Romance",5.8,40,1573
Breaking Fast,96.0,83.0,2020,92 min,"Comedy, Drama, Romance",5.7,76,1572
How About You...,64.0,53.0,2007,87 min,"Comedy, Drama",6.8,50,1572
Neo Ned,80.0,75.0,2005,97 min,"Drama, Romance",7.0,71,1572
Rare Birds,54.0,69.0,2001,99 min,"Comedy, Drama, Mystery",6.4,60,1572
Aquele Querido Mês de Agosto,86.0,63.0,2008,147 min,"Music, Romance",7.0,82,1571
Greetings from Tim Buckley,72.0,45.0,2012,99 min,Drama,6.1,57,1570
My Dog Tulip,90.0,69.0,2009,83 min,"Animation, Drama",6.9,80,1568
Hollow in the Land,53.0,55.0,2017,92 min,"Drama, Mystery, Thriller",5.6,58,1564
Princess Ka'iulani,18.0,45.0,2009,130 min,"Biography, Drama, History",6.2,41,1564
Khrustal,100.0,68.0,2018,95 min,Drama,7.0,73,1562
Illuminata,40.0,67.0,1998,119 min,"Drama, Romance",6.1,60,1561
K-11,20.0,44.0,2012,88 min,Drama,5.1,21,1559
Animals,87.0,62.0,2019,109 min,"Comedy, Drama",6.1,65,1558
Queen & Country,77.0,46.0,2014,114 min,"Biography, Comedy, Drama",6.2,68,1557
Random Acts of Violence,57.0,24.0,2019,80 min,"Drama, Horror, Thriller",5.2,39,1557
Home of Phobia,32.0,38.0,2004,92 min,"Comedy, Romance",5.3,41,1557
Zaytoun,46.0,51.0,2012,110 min,"Adventure, Drama, Thriller",6.6,39,1555
End of Sentence,91.0,88.0,2019,96 min,"Adventure, Drama",6.8,75,1554
The Journey,,92.0,2016,94 min,"Biography, Drama, History",6.6,53,1554
Noble,82.0,72.0,2014,100 min,"Biography, Drama",6.8,63,1554
The Color Wheel,78.0,56.0,2011,83 min,"Comedy, Romance",6.6,53,1553
Coming Soon,29.0,26.0,1999,96 min,"Comedy, Romance",4.4,44,1553
Rain,85.0,84.0,2001,92 min,"Drama, Romance",6.8,71,1548
Diamond Men,81.0,57.0,2000,100 min,Drama,7.0,78,1548
The Wannabe,38.0,37.0,2015,90 min,"Crime, Drama, Mystery",5.1,49,1547
Contract to Kill,0.0,18.0,2016,90 min,"Action, Thriller",3.3,3,1546
Gabrielle,89.0,76.0,2013,104 min,"Drama, Music, Romance",7.0,70,1546
Da Sweet Blood of Jesus,45.0,19.0,2014,123 min,"Comedy, Romance, Thriller",4.2,52,1545
Attack of the Lederhosen Zombies,55.0,38.0,2016,78 min,"Comedy, Horror",4.5,46,1543
The Dust Factory,9.0,57.0,2004,99 min,"Drama, Family, Fantasy",6.0,48,1543
All Relative,10.0,90.0,2014,85 min,"Comedy, Drama, Romance",5.4,23,1542
Last Rampage: The Escape of Gary Tison,64.0,49.0,2017,93 min,"Action, Crime, Drama",5.7,50,1540
Fading of the Cries,,,2008,94 min,"Action, Fantasy, Horror",3.1,11,1539
The Raspberry Reich,50.0,65.0,2004,90 min,"Comedy, Drama, Romance",5.3,45,1537
Chrystal,80.0,57.0,2004,106 min,"Crime, Drama",6.6,65,1536
Born Romantic,58.0,55.0,2000,96 min,"Comedy, Romance",6.4,68,1536
Autumn Lights,14.0,82.0,2016,98 min,"Drama, Mystery",6.1,37,1531
Mountain Men,80.0,42.0,2014,85 min,"Comedy, Drama",5.9,46,1530
Sold,56.0,71.0,2014,94 min,Drama,6.8,49,1529
Allure,47.0,42.0,2017,105 min,"Drama, Romance, Thriller",5.0,54,1528
Murder of a Cat,27.0,29.0,2014,101 min,"Comedy, Crime, Mystery",5.3,31,1526
24 Frames,92.0,41.0,2017,114 min,Drama,6.8,77,1525
Somebody Up There Likes Me,68.0,50.0,2012,76 min,"Comedy, Romance",5.8,58,1523
Porno,78.0,38.0,2019,98 min,"Comedy, Horror",5.1,49,1521
My Bakery in Brooklyn,43.0,15.0,2016,100 min,"Comedy, Romance",4.6,22,1516
Night Catches Us,81.0,66.0,2010,90 min,"Drama, Romance",6.2,65,1516
Mrs Lowry & Son,62.0,78.0,2019,91 min,"Biography, Drama, History",6.7,42,1512
Norman,67.0,58.0,2010,99 min,"Comedy, Drama",6.5,60,1512
Yau doh lung fu bong,91.0,89.0,2004,95 min,Drama,6.8,53,1512
Now & Later,,,2009,99 min,Drama,5.2,24,1511
Out of Blue,37.0,32.0,2018,109 min,"Crime, Drama, Mystery",4.8,49,1510
Django,58.0,75.0,2017,117 min,"Biography, Drama, Music",6.3,49,1509
As Good as Dead,,28.0,2010,100 min,"Crime, Thriller",5.2,34,1507
Apprentice,85.0,64.0,2016,115 min,Drama,6.5,77,1504
The Eye of the Storm,60.0,46.0,2011,114 min,Drama,6.1,55,1502
Take,45.0,42.0,2007,98 min,"Crime, Drama, Thriller",5.9,22,1502
McCanick,13.0,15.0,2013,96 min,"Crime, Drama, Mystery",4.7,28,1497
Trap for Cinderella,25.0,24.0,2013,100 min,"Crime, Drama, Mystery",5.6,39,1497
Chloe & Theo,0.0,56.0,2015,81 min,"Comedy, Drama",5.9,24,1497
Lazy Eye,62.0,42.0,2016,87 min,"Comedy, Drama, Romance",6.3,39,1496
Gypsy 83,54.0,78.0,2001,94 min,"Drama, Romance",6.9,47,1493
The Triumph of Love,49.0,51.0,2001,112 min,"Comedy, Romance",5.8,58,1492
Trixie,28.0,23.0,2000,116 min,"Comedy, Crime, Mystery",5.1,26,1492
Sione's Wedding,83.0,80.0,2006,97 min,"Comedy, Romance",6.4,58,1490
Auggie Rose,54.0,47.0,2000,109 min,"Drama, Mystery, Romance",6.3,49,1489
Diamonds,26.0,26.0,1999,91 min,"Comedy, Mystery",5.5,33,1488
Joe Gould's Secret,65.0,63.0,2000,104 min,Drama,6.4,74,1484
The Bay of Silence,52.0,48.0,2020,93 min,Thriller,4.3,44,1483
Félix et Meira,78.0,62.0,2014,105 min,"Drama, Romance",6.7,66,1481
Persecuted,0.0,58.0,2014,91 min,"Action, Drama, Mystery",3.6,11,1481
The Monkey's Mask,43.0,15.0,2000,93 min,"Crime, Mystery, Thriller",5.0,49,1481
The Roads Not Taken,43.0,21.0,2020,85 min,Drama,5.2,42,1474
Marfa Girl,27.0,33.0,2012,105 min,Drama,5.3,37,1474
The Missing Person,65.0,44.0,2009,95 min,Drama,6.1,57,1471
Pixie,76.0,64.0,2020,93 min,"Comedy, Crime, Thriller",5.8,41,1471
The Mighty Macs,47.0,64.0,2009,99 min,"Drama, Sport",6.5,49,1470
Sunset Strip,,48.0,2000,90 min,"Comedy, Drama",5.7,33,1469
Test,82.0,57.0,2013,89 min,Drama,6.5,70,1464
I Am Not a Hipster,71.0,62.0,2012,90 min,"Drama, Music",6.6,53,1464
Darlin',68.0,45.0,2019,100 min,"Horror, Thriller",4.8,49,1461
Snapshots,71.0,94.0,2018,95 min,Drama,6.7,63,1460
Where Is Kyra?,81.0,51.0,2017,98 min,Drama,5.5,72,1460
Nuestro tiempo,63.0,79.0,2018,177 min,Drama,6.9,56,1458
Yomeddine,77.0,90.0,2018,97 min,"Adventure, Comedy, Drama",7.3,62,1457
American Virgin,,,1999,88 min,Comedy,3.5,30,1453
Arctic Justice,12.0,60.0,2019,92 min,"Animation, Adventure, Comedy",4.7,28,1451
It's a Wonderful Afterlife,29.0,34.0,2010,100 min,"Comedy, Drama, Fantasy",5.4,40,1449
The Boy Downstairs,64.0,40.0,2017,91 min,"Comedy, Drama, Romance",5.7,59,1447
The Fitzgerald Family Christmas,64.0,49.0,2012,99 min,Drama,6.3,62,1445
Guy and Madeline on a Park Bench,91.0,48.0,2009,82 min,"Drama, Musical",6.0,83,1445
Bigger Than the Sky,12.0,53.0,2005,106 min,"Comedy, Drama, Romance",5.9,21,1444
1001 Gram,82.0,48.0,2014,93 min,Drama,6.3,65,1443
9 Dead Gay Guys,,,2002,83 min,"Comedy, Crime",6.2,21,1443
Hangar 10,14.0,17.0,2014,87 min,"Horror, Sci-Fi, Thriller",3.7,28,1441
The Perfect Family,50.0,36.0,2011,84 min,"Comedy, Drama",5.7,40,1441
7 Chinese Brothers,78.0,44.0,2015,76 min,Comedy,5.7,56,1440
Waka okami wa shôgakusei!,100.0,87.0,2018,94 min,"Animation, Adventure, Drama",7.1,70,1437
Just a Kiss,18.0,29.0,2002,89 min,"Comedy, Drama, Romance",5.0,39,1437
Me Him Her,50.0,47.0,2015,98 min,"Comedy, Romance",5.3,39,1435
Savannah,13.0,36.0,2013,101 min,"Drama, Family, History",5.9,25,1434
Drawing Restraint 9,60.0,68.0,2005,135 min,Fantasy,6.4,61,1434
Tore tanzt,71.0,65.0,2013,110 min,"Crime, Drama, Horror",7.0,51,1432
Peter and Vandy,65.0,56.0,2009,95 min,"Drama, Romance",6.3,44,1430
Hooking Up,26.0,53.0,2020,104 min,"Comedy, Drama",5.5,44,1423
Dorfman,21.0,52.0,2011,92 min,"Comedy, Drama, Romance",6.1,35,1421
Ripped,0.0,46.0,2017,97 min,Comedy,4.8,22,1419
Just Looking,45.0,64.0,1999,97 min,"Comedy, Drama",6.7,45,1416
Battlefield America,7.0,53.0,2012,106 min,"Drama, Musical",2.7,31,1415
Forty Shades of Blue,60.0,43.0,2005,108 min,"Drama, Music, Romance",6.1,74,1415
The Killing of John Lennon,39.0,46.0,2006,114 min,"Crime, Drama",6.3,49,1414
Kuso,36.0,58.0,2017,94 min,"Animation, Comedy, Drama",5.1,51,1412
Happy Tears,27.0,21.0,2009,92 min,"Comedy, Drama",5.2,35,1412
Coffee Date,50.0,61.0,2006,91 min,"Comedy, Romance",6.2,47,1412
Splinterheads,27.0,50.0,2009,94 min,Comedy,5.9,41,1411
Friends and Family,44.0,65.0,2001,87 min,"Comedy, Crime",6.2,36,1411
Private Peaceful,63.0,56.0,2012,102 min,"Drama, War",6.2,51,1410
"Sorry, Haters",37.0,47.0,2005,83 min,"Drama, Thriller",6.2,43,1409
Buñuel en el laberinto de las tortugas,98.0,76.0,2018,80 min,"Animation, Biography, Drama",7.1,74,1408
The PianoTuner of EarthQuakes,45.0,58.0,2005,99 min,"Animation, Drama, Family",6.3,66,1406
Stage Mother,61.0,75.0,2020,93 min,"Comedy, Drama, Music",6.5,41,1404
Person to Person,52.0,45.0,2017,84 min,"Comedy, Drama",5.7,53,1404
Silk Road,52.0,39.0,2021,112 min,"Crime, Drama, Thriller",5.8,42,1403
The Closer You Get,32.0,48.0,2000,93 min,Comedy,6.3,44,1403
Yi chu hao xi,,,2018,134 min,"Comedy, Drama",6.3,61,1400
Eddie,58.0,52.0,2012,90 min,"Comedy, Horror",5.7,57,1400
When Do We Eat?,42.0,69.0,2005,86 min,Comedy,5.9,37,1400
Wisconsin Death Trip,75.0,64.0,1999,76 min,"Biography, Crime, Drama",6.7,40,1400
The Fourth War,78.0,31.0,1990,91 min,"Drama, Thriller",5.7,57,1398
The Great New Wonderful,73.0,45.0,2005,88 min,"Comedy, Drama, Romance",5.6,57,1397
The Boys & Girl from County Clare,46.0,61.0,2003,90 min,"Comedy, Music, Romance",6.5,59,1395
Hellbenders,33.0,22.0,2012,85 min,"Comedy, Horror, Thriller",4.8,43,1393
Nénette et Boni,85.0,78.0,1996,103 min,Drama,6.9,70,1392
Expired,59.0,45.0,2007,107 min,"Comedy, Drama, Romance",6.1,62,1391
Mediterranea,90.0,54.0,2015,107 min,Drama,6.5,77,1390
Villain,71.0,,2020,97 min,"Action, Crime, Drama",5.8,68,1386
Brigham City,71.0,81.0,2001,119 min,"Crime, Drama, Mystery",6.7,62,1386
A Very Sordid Wedding,86.0,95.0,2017,109 min,Comedy,5.4,59,1385
Formosa Betrayed,34.0,55.0,2009,103 min,Thriller,6.1,52,1385
"South of Heaven, West of Hell",14.0,28.0,2000,131 min,"Drama, Western",4.2,22,1385
Ned Rifle,,,2014,85 min,Drama,6.2,67,1382
Rosie,94.0,75.0,2018,86 min,Drama,7.0,83,1380
Behind You,6.0,26.0,2020,86 min,Horror,4.2,38,1379
The Tomorrow Man,42.0,44.0,2019,94 min,"Drama, Romance",5.7,49,1378
Krystal,14.0,44.0,2017,90 min,"Comedy, Drama",5.5,39,1378
Hate Crime,6.0,60.0,2005,104 min,"Crime, Drama, Mystery",6.3,41,1378
O Desolado,100.0,77.0,2015,131 min,Drama,7.1,81,1377
52 Tuesdays,90.0,65.0,2013,114 min,Drama,6.4,71,1377
Papa Hemingway in Cuba,11.0,53.0,2015,110 min,"Biography, Drama",6.3,37,1377
Cremaster 3,63.0,85.0,2002,182 min,"Drama, Fantasy",7.1,67,1377
A Rumor of Angels,34.0,76.0,2000,106 min,Drama,6.9,35,1376
Holding Trevor,25.0,30.0,2007,88 min,"Drama, Romance",5.4,36,1375
Vinterbrødre,91.0,73.0,2017,94 min,Drama,6.4,63,1374
Big Sky,18.0,9.0,2015,90 min,"Drama, Thriller",4.4,36,1374
Robot Stories,,,2003,85 min,"Drama, Romance, Sci-Fi",5.9,66,1374
Beneath Us,20.0,50.0,2019,86 min,"Horror, Thriller",5.2,46,1372
Dementia,79.0,51.0,2015,90 min,"Drama, Horror, Thriller",5.1,64,1372
Skins,59.0,85.0,2002,84 min,"Crime, Drama",7.1,57,1371
Girls Will Be Girls,59.0,80.0,2003,79 min,"Comedy, Romance",7.0,52,1370
Intramural,81.0,54.0,2014,100 min,"Comedy, Sport",4.4,58,1368
Spring Forward,88.0,81.0,1999,110 min,Drama,7.5,79,1364
Mohawk,84.0,30.0,2017,91 min,"Action, Drama, History",4.6,70,1363
Fort Tilden,88.0,48.0,2014,98 min,Comedy,5.5,70,1363
Zig Zag,44.0,45.0,2002,101 min,Drama,5.9,58,1362
The Grizzlies,87.0,96.0,2018,102 min,"Biography, Drama",7.5,69,1361
Keyhole,68.0,39.0,2011,94 min,"Drama, Thriller",5.4,63,1359
The Best and the Brightest,26.0,30.0,2010,93 min,Comedy,4.9,26,1356
All the Wilderness,60.0,42.0,2014,85 min,Drama,5.9,54,1355
BearCity,50.0,54.0,2010,104 min,"Comedy, Romance",6.1,38,1354
Prins,,,2015,78 min,Drama,6.5,65,1352
Donui mat,,,2012,115 min,"Drama, Thriller",5.7,54,1352
The Kid & I,33.0,33.0,2005,93 min,Comedy,5.2,37,1352
State Property 2,14.0,83.0,2005,94 min,"Musical, Action, Crime",4.6,33,1351
Hit by Lightning,11.0,19.0,2014,89 min,"Comedy, Crime, Romance",5.0,31,1350
Knife Fight,28.0,26.0,2012,100 min,Drama,5.2,34,1349
Three Christs,45.0,68.0,2017,109 min,Drama,6.1,39,1348
De Patrick,,,2019,97 min,"Comedy, Drama, Mystery",6.9,73,1347
ClownTown,9.0,30.0,2016,86 min,"Horror, Thriller",3.8,16,1347
Depraved,84.0,46.0,2019,114 min,"Drama, Horror, Thriller",5.4,69,1346
Ejecta,40.0,15.0,2014,82 min,"Horror, Sci-Fi",3.7,53,1346
All My Life,56.0,65.0,2020,91 min,"Drama, Romance",6.2,39,1345
Natural Selection,74.0,68.0,2011,90 min,"Adventure, Comedy, Drama",6.5,57,1344
Drama/Mex,35.0,50.0,2006,93 min,Drama,5.9,65,1344
Love Hurts,29.0,30.0,2009,90 min,"Comedy, Romance",5.6,46,1342
Off the Black,66.0,57.0,2006,90 min,Drama,6.6,62,1342
Satree lek,,,2000,104 min,"Comedy, Drama, Sport",6.4,50,1339
Take Me Somewhere Nice,93.0,64.0,2019,91 min,Drama,6.3,69,1338
The Mountain,64.0,32.0,2018,106 min,Drama,5.5,64,1336
Der Trafikant,60.0,69.0,2018,117 min,"Drama, History, War",6.4,55,1336
The Human Resources Manager,75.0,62.0,2010,103 min,"Comedy, Drama",6.6,62,1334
Jump Tomorrow,81.0,88.0,2001,97 min,"Drama, Romance, Comedy",7.1,68,1334
The Anarchist Cookbook,37.0,54.0,2002,101 min,"Comedy, Drama, Romance",5.1,36,1332
